code,name,industry,tracking_index,asset_size_cny,date,close,return_1d,mom20,mom60,ma5,ma10,ma20,trend20,vol20,amount60,rank_mom20,rank_mom60,rank_trend20,rank_vol20,rank_amount60,score,trend_ok
561160,富国中证电池主题ETF,电力设备,中证电池主题指数,2339000000.0,2026-09-22,0.682,0.001468428781204123,-0.06830601092896171,-0.2413793103448275,0.6784000000000001,0.6777000000000001,0.6934,-0.016440726853187093,0.189045456226919,56330060.666666664,0.09170305676855896,0.19617224880382775,0.27510917030567683,0.22270742358078602,0.6200873362445415,0.13350744865339212,False
561330,国泰中证有色金属矿业主题ETF,有色金属,中证有色金属矿业主题指数,1662000000.0,2026-09-22,0.916,0.002188183807439792,-0.050777202072538774,-0.031712473572938604,0.916,0.9287000000000001,0.9531499999999999,-0.03897602685831181,0.27213664669446946,61815497.18333333,0.14410480349344978,0.5598086124401914,0.07423580786026202,0.6506550218340611,0.6506550218340611,0.1961513549654207,False
561360,国泰中证油气产业ETF,石油石化,中证油气产业指数,1768000000.0,2026-09-22,1.482,-0.017241379310344862,0.006793478260869623,0.11094452773613184,1.4768000000000001,1.4859,1.4882,-0.004166106706087858,0.24422351944587634,81672436.68333334,0.5327510917030568,0.8133971291866029,0.45414847161572053,0.5109170305676856,0.6812227074235808,0.5108898685777564,False
561400,鑫元中证畜牧养殖产业ETF,农林牧渔,中证畜牧养殖产业指数,217000000.0,2026-09-22,1.021,-0.0009784735812133905,0.015920398009950265,,1.0116,1.0253999999999999,1.03175,-0.01041919069542041,0.22901241643322134,8414672.0,0.6637554585152838,,0.37554585152838427,0.43231441048034935,0.13973799126637554,,False
561410,光伏ETF工银,电力设备,中证光伏产业指数,255000000.0,2026-09-22,0.943,-0.0052742616033755185,-0.032820512820512904,,0.9349999999999999,0.9309000000000001,0.9438000000000001,-0.0008476372112736774,0.1766486270070723,7374138.363636363,0.21397379912663755,,0.47161572052401746,0.13973799126637554,0.07860262008733625,,False
561460,天弘中证人工智能主题ETF,计算机,中证人工智能主题指数,391000000.0,2026-09-22,0.836,0.015795868772782606,0.07317073170731692,,0.8126000000000001,0.7969,0.8006,0.04421683737197091,0.27235898334453407,26868310.20689655,0.9235807860262009,,0.9213973799126638,0.6550218340611353,0.45414847161572053,,True
561470,天弘中证畜牧养殖产业ETF,农林牧渔,中证畜牧养殖产业指数,236000000.0,2026-09-22,1.036,-0.009560229445506718,0.01171875,,1.0324,1.0459,1.0524,-0.015583428354237872,0.23090817398499916,7500709.166666667,0.6026200873362445,,0.31004366812227074,0.44541484716157204,0.08733624454148471,,False
561570,华泰柏瑞中证油气产业ETF,石油石化,中证油气产业指数,105000000.0,2026-09-22,1.397,-0.015503875968992276,0.004313443565780117,0.10697305863708406,1.3922,1.4011,1.4034499999999999,-0.004595817449855599,0.22592905160764729,20785927.883333333,0.49344978165938863,0.7990430622009569,0.4497816593886463,0.40611353711790393,0.37117903930131,0.5017174735170598,False
561620,华泰柏瑞中证细分化工产业主题ETF,基础化工,细分化工,207000000.0,2026-09-22,0.987,-0.008040201005025116,-0.0188866799204771,,0.986,0.9949999999999999,1.0168,-0.02930763178599527,0.24182150356545526,13424014.4,0.30131004366812225,,0.14410480349344978,0.5065502183406113,0.24890829694323144,,False
561830,国泰海通中证有色金属矿业主题ETF,有色金属,中证有色金属矿业主题指数,246000000.0,2026-09-22,0.926,0.0021645021645022577,,,0.9276,0.9398,,,,,,,,,,,False
561910,招商中证电池主题ETF,电力设备,中证电池主题指数,4239000000.0,2026-09-22,0.676,-0.001477104874446078,-0.06758620689655159,-0.24300111982082861,0.6736000000000001,0.6731,0.6881,-0.017584653393402094,0.19143441891790655,104270403.95,0.10043668122270742,0.18660287081339713,0.24890829694323144,0.24890829694323144,0.7161572052401747,0.12535467290695973,False
561980,招商中证半导体产业ETF,电子,中证半导体产业指数,7483000000.0,2026-09-22,0.693,-0.004310344827586188,0.026666666666666616,-0.2596153846153847,0.6888,0.6645,0.67015,0.03409684399015145,0.37409564689662705,519757418.45,0.7161572052401747,0.14832535885167464,0.8209606986899564,0.868995633187773,0.9170305676855895,0.37986147385136126,True
562510,华夏中证旅游主题ETF,社会服务,中证旅游主题指数,587000000.0,2026-09-22,0.563,-0.008802816901408494,-0.01573426573426573,0.018083182640144413,0.5584,0.5649,0.5729,-0.017280502705533274,0.1870518829890509,44880983.43333333,0.34497816593886466,0.7033492822966507,0.2576419213973799,0.20087336244541484,0.5720524017467249,0.39835565491736485,False
562590,华夏中证半导体材料设备主题ETF,电子,中证半导体材料设备主题指数,8319000000.0,2026-09-22,1.01,-0.013671875,0.012024048096192397,-0.7590073968026724,1.0112,0.9718,0.9787500000000001,0.03192848020434225,0.41459415305413466,705871582.9,0.6069868995633187,0.014354066985645933,0.7903930131004366,0.925764192139738,0.9388646288209607,0.2829715216982512,True
562700,华夏中证汽车零部件主题ETF,汽车,中证汽车零部件主题指数,131000000.0,2026-09-22,1.186,-0.004198152812762479,-0.011666666666666714,-0.10960960960960975,1.1722,1.1673,1.1878499999999999,-0.0015574357031611363,0.18338373081989195,18519547.5,0.36681222707423583,0.430622009569378,0.4672489082969432,0.1703056768558952,0.3406113537117904,0.35552119679906397,False
562880,嘉实中证电池主题ETF,电力设备,中证电池主题指数,1014000000.0,2026-09-22,0.701,0.0028612303290413976,-0.06533333333333335,-0.23638344226579533,0.6971999999999999,0.6963999999999999,0.7119500000000001,-0.015380293559941194,0.18940545436640033,25100816.083333332,0.1222707423580786,0.22009569377990432,0.31877729257641924,0.22707423580786026,0.4279475982532751,0.16087628758279182,False
